name,asian_indian,chinese,filipino,japanese,korean,vietnamese
AGUSTIN,0,2.91587694999271e-5,5.42740841248304e-4,0,0,0
AH,0,3.207464644991981e-4,0,0,4.1853127716428966e-4,0
AHAD,2.652379184128163e-5,0,0,0,0,0
AHALYA,2.652379184128163e-5,0,0,0,0,0
AHANA,2.652379184128163e-5,0,0,0,0,0
AHMAD,6.630947960320408e-4,2.91587694999271e-5,0,0,3.219471362802227e-5,0
AHMED,0.0011670468410163919,2.91587694999271e-5,2.71370420624152e-4,0,0,0
AHMET,0,2.91587694999271e-5,0,0,0,0
AHMMED,2.652379184128163e-5,0,0,0,0,0
AHN,0,0,0,0,9.658414088406685e-5,0
AHRON,0,0,1.35685210312076e-4,0,0,0
AHSAN,1.0609516736512653e-4,0,0,0,0,0
AI,0,4.665403119988336e-4,1.35685210312076e-4,0.001776517896654118,0,5.01002004008016e-4
AIBA,0,0,0,5.1307376076653226e-5,0,0
AIBAN,0,2.91587694999271e-5,0,6.413422009581653e-6,0,0
AIDA,0,0,4.0705563093622793e-4,3.206711004790827e-5,0,0
AIDAN,2.652379184128163e-5,0,2.71370420624152e-4,0,0,0
AIGUO,0,2.332701559994168e-4,0,0,0,0
AIHA,0,0,0,1.2826844019163307e-5,0,0
AIHONG,0,5.83175389998542e-5,0,0,0,0
AIHUA,0,2.624289254993439e-4,0,0,0,0
AIICHIRO,0,0,0,1.9240266028744957e-5,0,0
AIJAZ,5.304758368256326e-5,0,0,0,0,0
AIJI,0,0,0,2.5653688038326613e-5,0,0
AIJIRO,0,0,0,3.8480532057489915e-5,0,0
AIJUN,0,1.166350779997084e-4,0,0,0,0
AIKA,0,0,0,2.9501741244075604e-4,0,0
AIKAWA,0,0,0,1.2826844019163307e-5,0,0
AIKI,0,0,0,3.8480532057489915e-5,0,0
AIKICHI,0,0,0,1.9240266028744957e-5,0,0
AIKO,0,2.91587694999271e-5,2.71370420624152e-4,8.080911732072882e-4,0,0
AILAN,0,2.91587694999271e-5,0,0,0,0
AILEEN,0,0,1.35685210312076e-4,0,3.219471362802227e-5,0
AILI,0,2.91587694999271e-5,0,0,0,0
AILIN,0,2.91587694999271e-5,0,0,0,0
AILING,0,1.7495261699956264e-4,0,0,0,0
AIMA,2.652379184128163e-5,0,0,0,0,0
AIMEE,0,5.83175389998542e-5,1.35685210312076e-4,0,0,0
AIMI,0,0,0,2.3088319234493951e-4,0,0
AIMIN,0,1.166350779997084e-4,0,0,0,0
AIMING,0,5.83175389998542e-5,0,0,0,0
AIN,0,0,0,0,3.219471362802227e-5,0
AINA,0,0,1.35685210312076e-4,1.0261475215330645e-4,0,0
AINE,0,0,0,6.413422009581653e-6,0,0
AINO,0,0,0,3.206711004790827e-5,0,0
AINOSUKE,0,0,0,2.5653688038326613e-5,0,0
AINSWORTH,2.652379184128163e-5,0,0,0,0,0
AIPING,0,1.7495261699956264e-4,0,0,0,0
AIQIN,0,5.83175389998542e-5,0,0,0,0
AIQING,0,8.747630849978132e-5,0,0,0,0
AIRA,0,0,1.35685210312076e-4,5.1307376076653226e-5,0,0
AIRAN,0,0,0,0,3.219471362802227e-5,0
AIRES,0,0,1.35685210312076e-4,0,0,0
AIRI,0,0,0,7.503703751210533e-4,0,0
AIRONG,0,2.91587694999271e-5,0,0,0,0
AIRU,0,0,0,1.2826844019163307e-5,0,0
AISA,0,0,0,1.9240266028744957e-5,0,0
AISHA,1.5914275104768978e-4,0,0,1.9240266028744957e-5,0,0
AISHANI,2.652379184128163e-5,0,0,0,0,0
AISHE,2.652379184128163e-5,0,0,0,0,0
AISHWARYA,5.569996286669142e-4,0,0,0,0,0
AISUKE,0,0,0,1.2826844019163307e-5,0,0
AITA,0,0,0,1.2826844019163307e-5,0,0
AITO,0,0,0,3.8480532057489915e-5,0,0
AIWEN,0,8.747630849978132e-5,0,0,0,0
AIWU,0,5.83175389998542e-5,0,0,0,0
AIXIA,0,5.83175389998542e-5,0,0,0,0
AIXING,0,5.83175389998542e-5,0,0,0,0
AIYA,2.652379184128163e-5,0,0,0,0,0
AIYAR,5.304758368256326e-5,0,0,0,0,0
AIYING,0,8.747630849978132e-5,0,0,0,0
AIYSHA,2.652379184128163e-5,0,0,0,0,0
AIZA,0,0,2.71370420624152e-4,0,0,0
AIZAN,0,0,0,1.9240266028744957e-5,0,0
AIZAZ,7.957137552384489e-5,2.91587694999271e-5,0,0,0,0
AIZO,0,0,0,3.206711004790827e-5,0,0
AIZU,0,0,0,1.2826844019163307e-5,0,0
AJ,2.652379184128163e-5,0,2.71370420624152e-4,0,0,0
AJA,0,0,0,6.413422009581653e-6,0,0
AJAI,2.3871412657153467e-4,0,0,0,0,0
AJAIB,7.957137552384489e-5,0,0,0,0,0
AJAY,0.0032624263964776403,0,0,0,0,0
AJAYA,7.957137552384489e-5,0,0,0,0,0
AJAYKUMAR,5.304758368256326e-5,0,0,0,0,0
AJAZ,7.957137552384489e-5,0,0,0,0,0
AJEET,1.0609516736512653e-4,0,0,0,0,0
AJESH,2.652379184128163e-5,0,0,0,0,0
AJI,2.652379184128163e-5,0,0,0,0,0
AJIA,0,0,0,6.413422009581653e-6,0,0
AJIN,2.652379184128163e-5,0,0,6.413422009581653e-6,0,0
AJINKYA,5.304758368256326e-5,0,0,0,0,0
AJIT,0.002095379555461249,0,0,0,0,0
AJITH,1.3261895920640813e-4,0,0,0,0,0
AJITHA,2.652379184128163e-5,0,0,0,0,0
AJMAL,1.3261895920640813e-4,0,0,0,0,0
AJMER,7.957137552384489e-5,0,0,0,0,0
AJOY,4.243806694605061e-4,0,0,0,0,0
AJU,2.652379184128163e-5,0,0,6.413422009581653e-6,0,0
AKA,0,0,0,1.2826844019163307e-5,0,0
AKAASH,2.652379184128163e-5,0,0,0,0,0
AKABANE,0,0,0,1.9240266028744957e-5,0,0
AKAGAWA,0,0,0,1.9240266028744957e-5,0,0
AKAGI,0,0,0,1.2826844019163307e-5,0,0
AKAI,0,0,0,3.206711004790827e-5,0,0
AKAMA,0,0,0,1.2826844019163307e-5,0,0
AKAMATSU,0,0,0,1.2826844019163307e-5,0,0
AKANE,0,0,0,9.04292503351013e-4,0,0
AKANKSHA,2.6523791841281627e-4,0,0,0,0,0
AKANSHA,2.652379184128163e-5,0,0,0,0,0
AKANUMA,0,0,0,1.2826844019163307e-5,0,0
