GEOID,asian_indian,chinese,filipino,japanese,korean,vietnamese
54001,0,0,1,0,0,0
54003,0.23985890652557318,0.05291005291005291,0.19047619047619047,0.03880070546737213,0.13403880070546736,0.3439153439153439
54005,0,0.8333333333333334,0.05555555555555555,0,0.1111111111111111,0
54007,0,0.5454545454545454,0.45454545454545453,0,0,0
54009,0.008333333333333333,0.10833333333333334,0.13333333333333333,0.016666666666666666,0,0.7333333333333333
54011,0.3794642857142857,0.21540178571428573,0.14397321428571427,0.014508928571428572,0.17633928571428573,0.0703125
54013,0,1,0,0,0,0
54021,0,0,0.8,0.2,0,0
54023,0,0,0,1,0,0
54025,0.1,0.25,0.15384615384615385,0,0,0.49615384615384617
54027,0,0,1,0,0,0
54029,0.18604651162790697,0.046511627906976744,0.47674418604651164,0.11627906976744186,0.1744186046511628,0
54033,0.17011494252873563,0.34942528735632183,0.17471264367816092,0.06436781609195402,0.16091954022988506,0.08045977011494253
54035,0,0.5079365079365079,0.2222222222222222,0.12698412698412698,0.14285714285714285,0
54037,0.1556122448979592,0.23979591836734693,0.33418367346938777,0.11224489795918367,0.12755102040816327,0.030612244897959183
54039,0.616504854368932,0.08009708737864078,0.11407766990291263,0.035800970873786406,0.11347087378640777,0.04004854368932039
54041,0,0,0.6082474226804123,0,0.3917525773195876,0
54043,0,0,1,0,0,0
54045,0,0,0,0.963302752293578,0,0.03669724770642202
54047,0,0,1,0,0,0
54049,0.029239766081871343,0.5497076023391813,0.07602339181286549,0.30409356725146197,0.04093567251461988,0
54051,0.09375,0.109375,0.1875,0.21875,0,0.390625
54053,0,0.26229508196721313,0.5573770491803278,0,0,0.18032786885245902
54055,0.425,0.15625,0.30625,0,0.08125,0.03125
54057,0,0,0,1,0,0
54059,0,0.03333333333333333,0.9666666666666667,0,0,0
54061,0.2480202724105163,0.38866012036743747,0.16471333544504277,0.017421602787456445,0.036743744060817235,0.1444409249287298
54065,0,0,0.7037037037037037,0,0.2962962962962963,0
54067,0.10344827586206896,0.25862068965517243,0.603448275862069,0.034482758620689655,0,0
54069,0.18468468468468469,0.2927927927927928,0.42792792792792794,0.06756756756756757,0.02702702702702703,0
54071,1,0,0,0,0,0
54075,0.28205128205128205,0,0.717948717948718,0,0,0
54077,0,0.6904761904761905,0.30952380952380953,0,0,0
54079,0.24120603015075376,0,0.3793969849246231,0.2613065326633166,0.11809045226130653,0
54081,0.3119834710743802,0.0743801652892562,0.3760330578512397,0,0.03305785123966942,0.20454545454545456
54083,0,0.7428571428571429,0.09523809523809523,0,0.1619047619047619,0
54085,0.10714285714285714,0.8928571428571429,0,0,0,0
54087,0,0,1,0,0,0
54091,0,1,0,0,0,0
54093,0,0,0.9,0,0,0.1
54097,0.07228915662650602,0,0,0.8072289156626506,0,0.12048192771084337
54099,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0,0
54103,0,0,1,0,0,0
