GEOID,asian_indian,chinese,filipino,japanese,korean,vietnamese
01,0.0033482770243217575,0.003102667863863913,0.002175082028992704,0.0037504406436445273,0.008186811101532724,0.005290326085856474
02,2.523884552013934e-4,5.925274833406345e-4,0.009098611314712091,0.002076657416463242,0.0030456563816463624,4.943035247356835e-4
04,0.014177347860812815,0.01002660578496054,0.014994291047403184,0.014692980712398189,0.010566272506953368,0.01512685969716452
05,0.002695049813450515,0.0013544161156121648,0.0019080860332523957,0.0012775352581177824,0.0016278741941954968,0.003012162103858071
06,0.19297667173508573,0.3628342635581169,0.43593949768699836,0.34121323441711793,0.31920227387322914,0.3585831172974807
08,0.007456931630950258,0.00791101065082935,0.006693606619323912,0.01411915004148014,0.014957873164066948,0.013613587807321765
09,0.014263618823681655,0.009339936210454407,0.0046804227992132295,0.004220902279154707,0.00748605260161676,0.0052397238931303
10,0.003916151048524893,0.0019556955019003454,0.0013853180772614986,0.0010191126695981065,0.0013649203276893133,0.0011020624921100528
11,0.0017286314740793615,0.0015185734303580333,7.747985710782455e-4,0.0014233121029237534,0.0023259218295083035,0.0012176485533898409
12,0.041676217275255535,0.024051885065279735,0.03781751691002983,0.018727023581392513,0.01765382801190612,0.045849315192536017
13,0.03770981797974055,0.015222870756628029,0.009336016671434048,0.013265692877343362,0.04067245707345901,0.03430455808572438
15,5.329985285753062e-4,0.01364658207439969,0.07134030969494772,0.22730718361786323,0.015554941092912174,0.006031248718299724
16,7.232076461770835e-4,0.00113609161775851,0.0011809045824335682,0.003444309269551988,0.001420493052054022,0.0011148462039566654
17,0.05921882102010366,0.030926623099536102,0.04428222122982097,0.02268420229585278,0.03920791247160369,0.015980172462925903
18,0.010851097465308632,0.0074656097521744935,0.005093331256319897,0.007459798721934644,0.007059769142770395,0.004965406743088406
19,0.0035449105753286615,0.002751645594292056,0.0020145443092609515,0.0014352392993169693,0.004639644768302403,0.005129997033113542
20,0.004479665635774549,0.003155415819466692,0.002313851922320151,0.003005653491090384,0.003177811031050243,0.008915041049031394
21,0.004041427499924857,0.0024997327121532237,0.00236759124375578,0.004505829748548195,0.0035979950445395054,0.0028214717354794346
22,0.0028772283892958845,0.0029881835117933075,0.0028600883161531898,0.002592177349458903,0.001970798566494798,0.015245109031745686
