GEOID,asian_indian,chinese,filipino,japanese,korean,vietnamese
17163,1.986985474585515e-4,1.859188031559835e-4,3.3876179841700285e-4,2.1999051125264716e-4,3.049722678551097e-4,6.498386855361355e-5
17165,0,1.5848040472583836e-5,2.0067214966469043e-5,0,1.2198890714204388e-5,4.2612372822041674e-6
17167,4.2332427258779163e-4,1.3719199215072575e-4,1.697210214960687e-4,2.027623386846688e-4,1.4164267551492873e-4,1.5873108876210523e-4
17169,3.4416607527462732e-6,0,2.7209783005381754e-6,0,0,0
17171,4.129992903295528e-6,0,4.761712025941807e-6,7.951464262143873e-6,0,0
17173,0,0,1.054379091458543e-5,0,0,0
17175,0,0,1.564562522809451e-5,0,0,0
17177,1.3537198960802007e-5,4.163067348022023e-5,3.231161731889083e-5,3.180585704857549e-5,1.8976052222095716e-5,6.391855923306252e-6
17179,3.694049207947667e-5,9.17767119904855e-5,9.489411823126887e-5,6.626220218453228e-5,1.6536274079254838e-4,6.711448719471564e-5
17181,0,4.021144597521272e-6,4.421589738374535e-6,0,1.3554323015782653e-6,6.391855923306252e-6
17183,7.342209605858717e-5,2.412686758512763e-5,2.0067214966469043e-5,2.2529148742740974e-5,2.710864603156531e-5,5.326546602755209e-5
17185,9.866094157872649e-6,1.8923033400100104e-6,5.782078888643623e-6,0,4.676241440445016e-5,0
17187,0,5.676910020030031e-6,0,9.27670830583452e-5,6.099445357102194e-6,0
17189,0,2.6019170925137642e-6,0,0,1.2198890714204388e-5,0
17191,4.5888810036616974e-7,4.257682515022523e-6,1.6665992090796325e-5,0,0,0
17193,0,1.4901888802578831e-5,0,0,3.3885807539456636e-6,0
17195,2.1797184767393065e-5,7.805751277541292e-6,5.884115574913805e-5,0,3.3885807539456636e-6,0
17197,0.004029955297415703,0.001047626436613042,0.0029124671484385494,2.902284455682514e-4,0.001169738076262043,6.684815986457787e-4
17199,4.7265474337715484e-5,8.278827112543794e-5,5.169858771022533e-5,3.843207726702872e-5,6.099445357102194e-6,6.018997661113387e-5
17201,4.2515982498925626e-4,2.3298984873873252e-4,4.7447059115634436e-4,9.939330327679842e-5,2.3110120741909424e-4,3.04678465677598e-4
17203,1.3766643010985094e-6,1.6084578390085088e-5,8.503057189181799e-6,0,2.846407833314357e-5,0
27001,2.2944405018308487e-7,1.1826895875062565e-6,3.4012228756727193e-7,2.6504880873812914e-6,5.421729206313061e-6,1.597963980826563e-6
27003,4.022154199709478e-4,4.0802790768965845e-4,2.554318379630212e-4,2.292672195584817e-4,6.119776841625868e-4,0.0014157960870123346
27005,5.047769104027867e-6,8.042289195042544e-6,9.863546339450887e-6,1.5902928524287746e-5,1.2876606864993521e-5,4.634095544397032e-5
27007,1.1472202509154245e-6,1.6084578390085088e-5,1.1564157777287246e-5,2.783012491750356e-5,3.32080913886675e-5,1.8110258449367713e-5
27009,1.1931090609520414e-5,1.0880744205057558e-5,8.162934901614526e-6,0,1.762061992051745e-5,4.5808300783694805e-5
27011,1.835552401464679e-6,0,7.4826903264799825e-6,5.300976174762583e-6,3.3885807539456636e-6,0
27013,2.3632737168857742e-5,4.967296267526277e-5,6.42831123502144e-5,7.288842240298551e-5,1.8366107686385496e-4,1.805699298334016e-4
27015,6.883321505492547e-7,6.623061690035036e-6,6.122201176210895e-6,0,1.3554323015782654e-5,9.587783884959378e-6
27017,6.653877455309462e-6,1.277304754506757e-5,1.224440235242179e-5,0,4.066296904734796e-6,2.1306186411020837e-6
27019,3.065372510446014e-4,7.876712652791668e-5,8.230959359127981e-5,9.27670830583452e-5,1.3554323015782654e-4,2.008108069238714e-4
27021,9.177762007323395e-7,3.311530845017518e-6,1.7006114378363598e-5,6.626220218453228e-6,1.6265187618939185e-5,5.326546602755209e-7
27023,0,0,2.7209783005381754e-6,0,1.1521174563415255e-5,1.597963980826563e-6
27025,4.818325053844783e-6,1.3955737132573826e-5,4.625663110914898e-5,3.9757321310719365e-6,2.846407833314357e-5,6.924510583581772e-6
27027,1.032498225823882e-5,1.277304754506757e-5,5.57800551610326e-5,4.63835415291726e-5,3.3885807539456635e-5,1.1292278797841044e-4
27029,9.177762007323395e-7,2.1288412575112614e-6,6.462323463778167e-6,5.300976174762583e-6,7.454877658680459e-6,0
27031,0,0,2.3808560129709035e-6,0,0,2.6632733013776048e-6
27033,0,0,4.081467450807263e-6,0,0,4.5808300783694805e-5
27035,3.900548853112443e-6,9.461516700050052e-6,3.231161731889083e-5,2.9155368961194203e-5,2.9819510634721837e-5,2.5567423693225006e-5
27037,0.0013062249776923023,4.2482209983224733e-4,7.724177150652745e-4,6.427433611899631e-4,0.001174482089317567,0.001578788413056644
27039,0,0,9.523424051883614e-6,0,1.3554323015782654e-5,0
27041,0,1.8923033400100104e-6,2.3808560129709035e-6,0,2.710864603156531e-5,6.817979651526668e-5
27043,0,0,8.162934901614526e-6,0,4.066296904734796e-6,5.326546602755209e-7
27045,2.7533286021970188e-6,1.2536509627566318e-5,1.564562522809451e-5,0,5.421729206313061e-6,0
27047,7.571653656041801e-6,3.311530845017518e-6,7.822812614047255e-6,2.9155368961194203e-5,1.016574226183699e-5,4.687361010424584e-5
27049,3.4416607527462732e-6,2.1288412575112614e-6,2.0407337254036316e-6,4.240780939810066e-5,9.284711265811118e-5,9.587783884959378e-6
27051,0,0,0,0,5.421729206313061e-6,0
27053,0.005698701874397279,0.0029262105774079798,9.394177582608051e-4,0.0017122153044483142,0.0032394832007720544,0.004711863124797259
27055,6.424433405126376e-6,2.1288412575112614e-6,1.2924646927556333e-5,1.0601952349525166e-5,0,5.3265466027552095e-6
